geneid,symbol
100751438,Gprc5a
100751440,LOC100751440
100751441,Mapre1
100751442,Slc25a1
100751443,LOC100751443
100751444,LOC100751444
100751445,Serpind1
100751446,LOC100751446
100751447,Cdh18
100751448,Tinag
100751450,LOC100751450
100751451,Lcat
100751452,LOC100751452
100751453,Ptprz1
100751454,Entpd5
100751455,LOC100751455
100751456,Haus5
100751457,Suclg1
100751458,Tap1
100751459,Itm2b
100751460,LOC100751460
100751461,Slc39a5
100751462,Sri
100751464,Gpr83
100751465,Ssr4
100751467,LOC100751467
100751468,Prss58
100751469,Tpd52
100751470,Shroom2
100751471,Asic1
100751472,Chaf1b
100751474,Pcdh12
100751475,Cwf19l1
100751476,Arpc5l
100751477,Mamstr
100751478,LOC100751478
100751479,Tmem132b
100751480,Sirpa
100751481,LOC100751481
100751482,Zscan25
100751483,Ascl3
100751484,Znf750
100751485,LOC100751485
100751486,LOC100751486
100751488,Lemd2
100751489,Taar5
100751490,LOC100751490
100751491,LOC100751491
100751492,Acsl1
100751493,Rrp1b
100751494,Tmem265
100751495,LOC100751495
100751496,Emp3
100751497,Rap1a
100751498,LOC100751498
100751499,LOC100751499
100751500,LOC100751500
100751501,Pfkp
100751502,Kcnk2
100751503,Pak2
100751504,Tmem207
100751505,Ttyh2
100751506,Pars2
100751507,Thyn1
100751508,LOC100751508
100751509,Plcd1
100751510,Il22ra2
100751511,Evc2
100751512,LOC100751512
100751513,LOC100751513
100751514,Pdc
100751515,Cnbd2
100751516,LOC100751516
100751517,Gpr173
100751518,Pik3r6
100751519,Ccdc136
100751520,Csad
100751521,LOC100751521
100751522,Blvra
100751523,Ndufs6
100751524,Calmodulin
100751525,Kiaa1191
100751526,LOC100751526
100751528,LOC100751528
100751529,Fam216a
100751530,LOC100751530
100751531,Acp6
100751533,LOC100751533
100751534,LOC100751534
100751535,LOC100751535
100751536,L3mbtl2
100751537,Snrpb
100751538,LOC100751538
100751540,Dnajc1
100751541,Ppef1
100751542,Snx11
100751543,LOC100751543
100751544,LOC100751544
100751545,Wdr64
100751546,LOC100751546
100751548,LOC100751548
100751550,LOC100751550
100751551,Pde10a
100751552,LOC100751552
100751553,Kiaa1522
100751554,LOC100751554
100751555,LOC100751555
100751556,Tp53inp2
100751557,LOC100751557
100751558,Aqp10
100751559,Adgre1
100751560,Ccdc47
100751561,Sf3a3
100751562,Edc3
100751563,Hcn2
100751564,Rrn3
100751565,Sh2d2a
100751566,Syn3
100751567,LOC100751567
100751568,Bmx
100751569,Ryr3
100751570,LOC100751570
100751571,Tbc1d22b
100751572,Rai2
100751573,Mier1
100751574,LOC100751574
100751575,Ccdc105
100751576,Fbxo10
100751577,Id3
100751578,Pabpc4
100751579,Tbp
100751580,LOC100751580
100751581,Ggh
100751582,Ccdc90b
100751583,LOC100751583
100751584,LOC100751584
100751585,Ext2
100751586,Mgea5
100751587,Zfyve19
100751588,Snapc1
100751590,LOC100751590
100751592,LOC100751592
100751593,LOC100751593
100751594,Grsf1
100751595,Dpcd
100751596,Slc30a1
100751597,Arap2
100751598,Grm1
100751599,Mnx1
100751600,LOC100751600
100751601,Eri2
100751602,Pus7l
100751604,LOC100751604
100751605,Ostf1
100751606,Gatb
100751607,LOC100751607
100751608,Mphosph6
100751609,Amer1
100751610,LOC100751610
100751611,Catip
100751612,LOC100751612
100751613,LOC100751613
100751614,LOC100751614
100751615,LOC100751615
100751616,LOC100751616
100751617,LOC100751617
100751618,Il17rd
100751619,Lypd6
100751620,Tmem248
100751621,Cdnf
100751622,Crtc3
100751623,LOC100751623
100751624,LOC100751624
100751625,Klhl8
100751626,LOC100751626
100751627,Prrt3
100751628,Dapp1
100751630,Mpzl3
100751631,LOC100751631
100751632,Anpep
100751634,LOC100751634
100751635,LOC100751635
100751636,Ankk1
100751637,LOC100751637
100751638,Myog
100751639,LOC100751639
100751640,Ano8
100751642,Igf1
100751643,LOC100751643
100751644,Cgrrf1
100751645,Cav2
100751646,Malrd1
100751647,Tsr3
100751648,Fut8
100751650,Zmym5
100751651,LOC100751651
100751652,Nkx6-3
100751653,Mvk
100751654,Mks1
100751655,Gap43
100751656,LOC100751656
100751657,LOC100751657
100751658,LOC100751658
100751659,Bcam
100751660,LOC100751660
100751661,Cradd
100751663,Nav3
100751664,Enc1
100751665,Spg21
100751666,Pycr2
100751667,LOC100751667
100751668,Ndc80
100751669,Socs6
100751670,Naga
100751671,Gyg1
100751672,LOC100751672
100751673,LOC100751673
100751674,Eps8l2
100751675,LOC100751675
100751676,Kif22
100751677,Sh3bp1
100751678,Noxa1
100751679,Lrch4
100751680,Fez1
100751681,Hspb7
100751682,Ccl16
100751683,LOC100751683
100751684,Slc28a1
100751685,LOC100751685
100751686,Cdc20b
100751687,LOC100751687
100751688,Plpp7
100751689,Gfral
100751690,LOC100751690
100751691,LOC100751691
100751692,Lrig1
100751693,LOC100751693
100751694,Ywhaq
100751697,LOC100751697
100751698,Egr3
100751699,Specc1
100751700,Mfsd6
100751701,LOC100751701
100751702,LOC100751702
100751704,LOC100751704
100751707,LOC100751707
100751708,Vps37a
100751709,LOC100751709
100751710,LOC100751710
100751711,Utp23
100751712,Fzd3
100751713,Terb2
100751715,Thap1
100751717,Ddit4l
100751718,LOC100751718
100751722,Myof
100751724,Gprc5d
100751726,LOC100751726
100751727,LOC100751727
100751728,Dgcr14
100751729,Reep2
100751730,LOC100751730
100751731,LOC100751731
100751732,Efcab3
100751735,Tspyl1
100751736,Ttll2
100751737,Psmb10
100751738,Fam131b
100751739,Dok5
100751740,Cntnap1
100751741,Tas2r16
100751742,LOC100751742
100751743,LOC100751743
100751744,Tmem147
100751745,Atoh8
100751746,Psmb8
100751748,Stx17
100751749,Nabp2
100751750,Adam22
100751751,LOC100751751
100751752,Panx1
100751753,Idh3g
100751754,LOC100751754
100751755,LOC100751755
100751756,LOC100751756
100751757,Dcaf13
100751758,LOC100751758
100751759,Dopey2
100751760,Zbtb18
100751761,Pcdh1
100751762,LOC100751762
100751763,Scai
100751764,Rasip1
100751765,LOC100751765
100751766,Dhx37
100751767,LOC100751767
100751769,LOC100751769
100751770,Tmem9b
100751771,Fn3k
100751772,Tbl1xr1
100751773,LOC100751773
100751774,LOC100751774
100751775,Itpr3
100751776,LOC100751776
100751777,Gas6
100751778,LOC100751778
100751779,Slc25a4
100751780,Dnajc16
100751781,Hsf2bp
100751782,Srcap
100751783,Pou5f2
100751784,Ccdc114
100751785,Fam212b
100751786,LOC100751786
100751790,Cep19
100751791,Dctd
100751792,Cldn16
100751793,Sdk2
100751794,Ttc4
100751795,Vps26b
100751796,LOC100751796
100751798,LOC100751798
100751799,Osbpl10
100751800,Il20ra
100751801,Stk32b
100751803,Aadacl3
100751804,LOC100751804
100751805,Epb41l1
100751806,LOC100751806
100751807,Tspyl2
100751808,Mfsd6l
100751809,Tesk2
100751810,Igfbp6
100751812,Ap4e1
100751813,Mrpl36
100751814,LOC100751814
100751815,Meis1
100751816,Thoc3
100751817,LOC100751817
100751818,LOC100751818
100751819,LOC100751819
100751820,Atp2a2
100751822,Gja5
100751823,Ctss
100751825,Adssl1
100751826,LOC100751826
100751827,Tgm6
100751830,Armc3
100751831,Map3k15
100751832,Nfe2l1
100751833,Taf7l
100751834,LOC100751834
100751835,Opn3
100751836,Fam46a
100751837,LOC100751837
100751838,Cacul1
100751839,LOC100751839
100751840,Nprl2
100751841,LOC100751841
100751842,Zbtb8a
100751843,Fam129a
100751844,LOC100751844
100751845,LOC100751845
100751846,Ncoa6
100751847,Ankrd13c
100751848,Crtc2
100751849,Ttc32
100751850,Inpp5b
100751851,Arid3b
100751852,Palm
100751853,Fdx1
100751854,Timp3
100751856,LOC100751856
100751857,LOC100751857
100751858,Mdga1
100751859,Pkib
100751860,Wdr78
100751861,Mpp3
100751862,LOC100751862
100751863,Tomm5
100751864,Rpl11
100751865,Mycl
100751866,Chd1
100751867,Gorab
100751868,Ttpa
100751869,LOC100751869
100751870,Rab30
100751871,Rdh16
100751872,Plcd4
100751873,Opa1
100751874,Pprc1
100751875,Tmem30b
100751877,Ints5
100751878,Golga5
100751879,LOC100751879
100751880,Reps2
100751881,LOC100751881
100751882,Parl
100751883,LOC100751883
100751884,Fbxw4
100751885,Fam196a
100751886,Dthd1
100751887,LOC100751887
100751889,LOC100751889
100751890,LOC100751890
100751891,Irak4
100751892,Vsig1
100751893,LOC100751893
100751894,LOC100751894
100751895,LOC100751895
100751896,LOC100751896
100751897,Hsd17b2
100751898,Spopl
100751899,LOC100751899
100751900,Ctdsp1
100751903,LOC100751903
100751905,Galc
100751906,Cd27
100751907,Elf1
100751908,Arhgef3
100751910,LOC100751910
100751911,Hspa14
100751912,Il1rn
100751913,LOC100751913
100751914,Aff1
100751915,Znf609
100751916,Vhl
100751917,Lamtor3
100751919,Disp3
100751921,Mesp2
100751923,LOC100751923
100751925,Drd2
100751926,LOC100751926
100751927,Tmem183a
100751931,LOC100751931
100751933,Met
100751934,Plxdc2
100751935,LOC100751935
100751936,LOC100751936
100751937,Pspc1
100751938,Nudt12
100751939,Gpat4
100751940,Mmab
100751941,Lpo
100751942,Ccl19
100751943,Emid1
100751944,Ripk2
100751945,Nectin2
100751946,LOC100751946
100751948,Rnaseh2b
100751949,LOC100751949
100751950,LOC100751950
100751951,LOC100751951
100751952,LOC100751952
100751953,LOC100751953
100751954,Rab14
100751955,LOC100751955
100751956,Msn
100751957,Poldip3
100751958,Hltf
100751959,Uevld
100751960,Odc1
100751961,LOC100751961
100751962,Zg16
100751963,Lgals1
100751965,Pknox2
100751966,LOC100751966
100751967,Heatr9
100751968,LOC100751968
100751969,Znf592
100751970,LOC100751970
100751971,Ccno
100751972,Entpd7
100751973,LOC100751973
100751974,Lamc3
100751975,LOC100751975
100751976,LOC100751976
100751977,Cd6
100751978,Kbtbd8
100751979,Plcb1
100751980,LOC100751980
100751981,LOC100751981
100751982,LOC100751982
100751984,Rasgef1b
100751985,LOC100751985
100751986,Sh3glb1
100751987,LOC100751987
100751988,Cd164
100751989,Mettl17
100751990,Tm4sf5
100751991,Dgkz
100751993,Rps15a
100751994,Flnc
100751995,Zdhhc2
100751996,LOC100751996
100751997,Hnf4g
100751998,Eif3h
100751999,Extl3
100752000,Trim69
100752001,LOC100752001
100752002,Rnf170
100752003,LOC100752003
100752004,Myo9a
100752006,Rnpepl1
100752007,Mdm4
100752008,LOC100752008
100752009,Nme3
100752010,LOC100752010
100752011,Tssk2
100752012,Kdm3b
100752013,LOC100752013
100752014,Crkl
100752015,Prcc
100752016,Mettl2a
100752017,Zswim2
100752018,Pole3
100752019,Gclc
100752020,Casq2
100752021,Nt5dc1
100752022,Thbs2
100752023,Pskh1
100752024,Epha1
100752025,LOC100752025
100752026,Ramp2
100752027,Cadps2
100752028,Vsx2
100752029,LOC100752029
100752030,Dmkn
100752031,Vamp5
100752032,Scn1a
100752033,Tap2
100752036,Smarcc2
100752038,Hecw1
100752039,Hephl1
100752040,Plxnb3
100752041,Ncapg2
100752042,Pqlc2
100752043,LOC100752043
100752044,LOC100752044
100752045,LOC100752045
100752046,Arap3
100752047,Dnajc17
100752048,Cpn1
100752049,LOC100752049
100752050,Izumo1
100752051,LOC100752051
100752052,Bri3bp
100752053,LOC100752053
100752054,Wdr17
100752055,Znf655
100752056,Stk33
100752057,Fn3krp
100752058,Klk12
100752059,Tbx20
100752060,Ccdc34
100752061,Syngap1
100752062,LOC100752062
100752063,Rasa3
100752064,LOC100752064
100752065,Cfap97
100752066,Agmat
100752067,Sik1
100752068,Prr14
100752070,Abcc6
100752071,LOC100752071
100752072,LOC100752072
100752074,Wdr37
100752075,Cenpf
100752076,Opn4
100752079,Mroh7
100752080,Ncapd3
100752081,Rnft2
100752082,Mfsd14b
100752083,Galk2
100752084,Stt3b
100752085,Slc35d3
100752086,LOC100752086
100752087,LOC100752087
100752092,Ccdc42
100752093,Toe1
100752094,Spryd3
100752095,LOC100752095
100752097,LOC100752097
100752099,Gramd3
100752100,LOC100752100
100752101,LOC100752101
100752102,Nfe2l2
100752103,P2rx4
100752104,LOC100752104
100752105,Gja8
100752106,Arnt
100752107,LOC100752107
100752108,Zbtb42
100752109,LOC100752109
100752110,LOC100752110
100752111,LOC100752111
100752113,LOC100752113
100752114,LOC100752114
100752115,Slc36a4
100752116,LOC100752116
100752117,Fam163a
100752118,Eif3a
100752121,Zmynd10
100752122,LOC100752122
100752123,Bsdc1
100752124,Rnf2
100752125,Ptpro
100752126,Nrxn3
100752127,Cth
100752128,LOC100752128
100752129,Slc27a3
100752130,Rlf
100752131,Osr1
100752132,Mtf1
100752133,Ubl7
100752134,Ptbp1
100752135,Rdx
100752136,Bpifc
100752137,LOC100752137
100752139,Kitlg
100752140,LOC100752140
100752142,LOC100752142
100752143,Fabp7
100752144,Insl5
100752145,Mpp2
100752146,Syde1
100752147,Trmt10b
100752150,Ermard
100752151,LOC100752151
100752152,Nkain3
100752153,Tmem200c
100752154,Ddias
100752155,Plekho2
100752156,Gpr182
100752157,Slc11a1
100752159,Pitx3
100752160,Mpdz
100752161,Gtdc1
100752162,Ganab
100752163,LOC100752163
100752164,Txlng
100752165,LOC100752165
100752166,LOC100752166
100752167,LOC100752167
100752168,Pfdn1
100752170,Pcolce
100752171,LOC100752171
100752172,Ckmt2
100752173,Rnf32
100752174,LOC100752174
100752175,Lyrm1
100752176,Twf1
100752177,LOC100752177
100752179,Lpar4
100752180,LOC100752180
100752181,Lim2
100752182,Sdr42e1
100752183,LOC100752183
100752184,Arsj
100752185,LOC100752185
100752186,Fam168a
100752187,LOC100752187
100752188,Tec
100752189,LOC100752189
100752190,Tapbpl
100752192,Fam208a
100752193,Prr5
100752194,LOC100752194
100752195,Sbds
100752196,Dclre1c
100752197,Il1f10
100752198,LOC100752198
100752199,Oaz2
100752200,Tatdn2
100752201,Dnajb14
100752202,Henmt1
100752203,LOC100752203
100752204,Gpr52
100752205,LOC100752205
100752206,LOC100752206
100752208,LOC100752208
100752209,LOC100752209
100752210,LOC100752210
100752211,LOC100752211
100752212,LOC100752212
100752213,Abhd8
100752215,LOC100752215
100752216,Cdkn3
100752217,Cep55
100752218,St7
100752219,Fuk
100752220,LOC100752220
100752221,Fntb
100752222,Vps4b
100752223,Mphosph8
100752225,Gins4
100752226,Ube3b
100752227,Mpo
100752228,Il11ra
100752229,Rhbdd3
100752231,Tomm40
100752232,LOC100752232
100752233,Mrpl42
100752234,Trim13
100752236,Arhgef28
100752237,Psen2
100752238,Stmn2
100752239,LOC100752239
100752240,LOC100752240
100752241,LOC100752241
100752242,Pigp
100752243,LOC100752243
100752244,LOC100752244
100752245,Hps3
100752246,Spty2d1
100752247,Hpcal1
100752248,Pddc1
100752249,LOC100752249
100752250,LOC100752250
100752251,Nol12
100752253,Rsg1
100752254,Taf15
100752255,LOC100752255
100752256,Sec11a
100752257,LOC100752257
100752259,LOC100752259
100752260,LOC100752260
100752261,Aif1l
100752262,Lysmd2
100752263,LOC100752263
100752264,LOC100752264
100752265,Suclg2
100752266,Tmx4
100752267,Nrros
100752268,LOC100752268
100752270,LOC100752270
100752271,Cables1
100752272,Cdc42ep4
100752273,Fam172a
100752274,LOC100752274
100752275,Nkx3-1
100752277,LOC100752277
100752278,Prg4
100752279,LOC100752279
100752280,Ppil6
100752281,Slc39a2
100752282,Aar2
100752283,Gltpd2
100752285,Slc1a2
100752286,Arl6ip1
100752287,Micu3
100752288,LOC100752288
100752289,LOC100752289
100752290,Trps1
100752291,Ints9
100752292,Ctdspl2
100752293,Spred2
100752294,LOC100752294
100752295,Fnta
100752297,LOC100752297
100752298,Nr2e3
100752300,Capn10
100752301,Cnksr2
100752302,Msrb2
100752303,Ggt7
100752304,Sh3yl1
100752305,Mrps34
100752306,LOC100752306
100752307,Tssk1b
100752308,Gfra3
100752309,LOC100752309
100752310,Aifm3
100752311,Mrpl24
100752312,LOC100752312
100752313,Itgav
100752314,Alad
100752315,Klhl31
100752316,Tspan2
100752319,LOC100752319
100752320,LOC100752320
100752321,Ccser2
100752322,Aarsd1
100752324,Dcaf4
100752325,LOC100752325
100752326,Ffar1
100752327,Mat2a
100752328,LOC100752328
100752329,LOC100752329
100752330,Nr4a3
100752332,Rundc3b
100752333,Arid4b
100752334,Slc6a8
100752335,Minos1
100752336,Trypsin-4
100752337,Dcstamp
100752338,LOC100752338
100752339,LOC100752339
100752340,Fchsd1
100752341,Rmdn3
100752342,Hif1an
100752343,Wdr38
100752344,Bcat2
100752346,LOC100752346
100752347,LOC100752347
100752348,Lgmn
100752349,Znf394
100752350,Trim66
100752351,Rab40b
100752352,Klk10
100752353,Dpy19l2
100752354,Lin7c
100752355,Kifc1
100752356,LOC100752356
100752357,Ipo7
100752358,LOC100752358
100752359,LOC100752359
100752360,Fhad1
100752361,Tshz1
100752362,Nr2f1
100752363,LOC100752363
100752364,Ddx20
100752365,Atl3
100752366,Idi1
100752367,Prox1
100752368,Wapl
100752370,P3h2
100752371,Acot11
100752372,Fbxw8
100752373,LOC100752373
100752374,Gadl1
100752375,LOC100752375
100752376,Map3k5
100752377,LOC100752377
100752378,Msx1
100752380,Tdrd1
100752381,Dtd2
100752382,LOC100752382
100752383,Odf4
100752384,Mutyh
100752385,Soat2
100752387,LOC100752387
100752388,LOC100752388
100752389,LOC100752389
100752390,LOC100752390
100752392,Tmem8c
100752393,LOC100752393
100752394,Orai1
100752395,LOC100752395
100752396,LOC100752396
100752397,LOC100752397
100752399,LOC100752399
100752400,Ahnak2
100752401,Rgn
100752402,LOC100752402
100752403,Tgm3
100752405,Map7d2
100752406,LOC100752406
100752407,LOC100752407
100752408,Ctnnd2
100752409,Sh3bgrl2
100752410,Tdrd5
100752411,Fam45a
100752412,LOC100752412
100752413,Lrtm2
100752414,Hyal2
100752415,Pcdh17
100752416,Prmt2
100752417,Tssk3
100752418,Trmt1l
100752419,LOC100752419
100752420,Cep128
100752421,Ptger3
100752423,Npr1
100752424,Tmco2
100752425,Ddx39a
100752426,LOC100752426
100752427,Yrdc
100752428,LOC100752428
100752429,LOC100752429
100752430,LOC100752430
100752432,Ppif
100752433,Tmtc3
100752435,Calcoco2
100752436,Kctd20
100752437,Clvs2
100752438,Tctex1d1
100752439,Ilvbl
100752440,Pax5
100752441,Fuca1
100752442,LOC100752442
100752443,Pdcd2
100752444,Mettl11b
100752445,Slc6a12
100752446,Wdr48
100752447,LOC100752447
100752448,LOC100752448
100752449,Hacd3
100752450,Zbtb39
100752451,Oplah
100752452,Atp13a4
100752453,Fbxl15
100752454,Akt3
100752455,Zeb2
100752456,LOC100752456
100752457,Syap1
100752458,LOC100752458
100752459,Dach2
100752460,LOC100752460
100752461,Slc4a9
100752462,Actl9
100752463,Nsmf
100752464,Mospd3
100752465,Tigd2
100752466,Zcchc9
100752467,LOC100752467
100752468,LOC100752468
100752469,Dcun1d3
100752471,Tex13b
100752472,Sept11
100752473,LOC100752473
100752474,Nkg7
100752475,Plcg2
100752476,LOC100752476
100752477,LOC100752477
100752478,LOC100752478
100752479,Relt
100752481,Arhgap35
100752482,LOC100752482
100752483,Vamp1
100752484,LOC100752484
100752485,Ccdc66
100752487,Pigl
100752489,Meig1
100752490,Il36rn
100752491,LOC100752491
100752492,Rbpms2
100752493,Slc6a11
100752494,LOC100752494
100752495,Prpf38b
100752496,Chrm4
100752497,LOC100752497
100752498,Cacybp
100752499,LOC100752499
100752501,LOC100752501
100752502,Parp8
100752503,LOC100752503
100752504,LOC100752504
100752505,Adipor1
100752507,Armc6
100752509,LOC100752509
100752510,LOC100752510
100752511,Ffar4
100752512,Sf3b3
100752513,Lrrn2
100752514,Hebp1
100752515,Max
100752516,Zcchc2
100752517,Cenpj
100752518,LOC100752518
100752519,Golga7
100752520,Kctd10
100752521,Tspoap1
100752522,Galt
100752523,Rasl10a
100752524,Osgin2
100752525,Clptm1
100752526,LOC100752526
100752528,Vstm5
100752529,Spryd7
100752531,Ptprn2
100752532,LOC100752532
100752533,Adck3
100752534,Hey1
100752535,LOC100752535
100752536,Dab2ip
100752537,Mettl4
100752539,LOC100752539
100752540,LOC100752540
100752541,Tsg101
100752542,Rrm2
100752543,Asb5
100752544,Cend1
100752545,LOC100752545
100752546,Spn
100752547,LOC100752547
100752548,Arhgef19
100752549,Slfn14
100752550,LOC100752550
100752551,LOC100752551
100752552,Znf688
100752553,LOC100752553
100752554,LOC100752554
100752555,LOC100752555
100752556,LOC100752556
100752557,LOC100752557
100752558,Nup214
100752559,Leo1
100752560,Slc38a6
100752561,LOC100752561
100752562,LOC100752562
100752563,Nxph2
100752564,Bmp2
100752565,Wdr53
100752566,Tmem50a
100752567,LOC100752567
100752569,Themis
100752570,Cog1
100752571,LOC100752571
100752572,Igsf9b
100752573,Ppp2r3c
100752574,Adamdec1
100752575,Nrdc
100752576,LOC100752576
100752577,LOC100752577
100752578,Foxk2
100752579,Mical1
100752580,Ndrg2
100752581,Dlgap4
100752582,Pld2
100752583,Acsl3
100752584,Smg1
100752585,LOC100752585
100752586,LOC100752586
100752587,LOC100752587
100752588,LOC100752588
100752589,Msra
100752590,LOC100752590
100752591,Actr2
100752592,LOC100752592
100752593,Hgsnat
100752594,LOC100752594
100752596,LOC100752596
100752597,Thsd4
100752599,LOC100752599
100752600,Klhl34
100752601,LOC100752601
100752603,Sntg2
100752604,Spsb3
100752605,LOC100752605
100752606,LOC100752606
100752607,LOC100752607
100752608,Cdc23
100752609,LOC100752609
100752610,Rrnad1
100752611,Mrc2
100752612,LOC100752612
100752613,Hdhd3
100752614,Mlip
100752615,LOC100752615
100752617,LOC100752617
100752618,Nrn1l
100752619,Tas2r41
100752620,Nags
100752621,Rundc1
100752622,LOC100752622
100752623,LOC100752623
100752624,LOC100752624
100752625,Cd22
100752626,Sh2d6
100752627,LOC100752627
100752628,Cysltr2
100752629,LOC100752629
100752630,Zc3h10
100752631,LOC100752631
100752633,Dusp9
100752634,Nbl1
100752635,LOC100752635
100752636,Dpys
100752637,LOC100752637
100752638,LOC100752638
100752639,Hdac3
100752640,Rpusd2
100752641,LOC100752641
100752642,Ndufb8
100752643,Ppp6c
100752644,Hsd17b14
100752645,Rom1
100752646,Crybg3
100752647,Spindlin-2
100752648,Fstl5
100752649,Rin3
100752650,Ptcd1
100752651,LOC100752651
100752652,Ptchd3
100752653,Klk9
100752654,LOC100752654
100752655,Lgr4
100752656,Rgl2
100752657,LOC100752657
100752658,Znf143
